Expense_id,Transaction, Amount ,Category,Sub-Category,Payment_Method,Description
1136,2020-12-20,48.58,Food,Grocery,Credit Card,WAL-MART #5480           ROUND ROCK   TX
1137,2020-12-20,86.02,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
1138,2020-12-20,6.90,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
1139,2020-12-20,29.99,Automobile,Gas,Credit Card,7-ELEVEN 38607           ROUND ROCK   TX
1140,2020-12-20,58.65,Food,Dine out,Credit Card,CHICK-FIL-A #03835       ROUND ROCK   TX
1141,2020-12-21,28.90,Food,Dine out,Credit Card,IN N OUT BURGER 289      ROUND ROCK   TX
1142,2020-12-21,32.12,Food,Dine out,Credit Card,FIREHOUSE SUBS #46       GEORGETOWN   TX
1143,2020-12-21,7.97,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
1144,2020-12-22,9.64,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
1145,2020-12-23,36.76,Food,Dine out,Credit Card,ZOES KITCHEN             ROUND ROCK   TX
1146,2020-12-23,46.24,Food,Dine out,Credit Card,PIZZAREV                 ROUND ROCK   TX
1147,2020-12-23,183.35,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
1148,2020-12-24,115.86,Vacation,Hotel,Credit Card,EXPEDIA 7400035031582    EXPEDIA.COM  WA
1149,2020-12-24,5.96,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
1150,2020-12-24,15.48,Food,Dine out,Credit Card,IN N OUT BURGER 289      ROUND ROCK   TX
1151,2020-12-24,7.69,Food,Dine out,Credit Card,IN N OUT BURGER 289      ROUND ROCK   TX
1152,2020-12-24,308.80,Vacation,Airfare,Credit Card,AMERICAN AIR0017234378862FORT WORTH   TX DAYYAT/EHAB A        12/27 AUS/DFW ONEWAY
1153,2020-12-24,308.80,Vacation,Airfare,Credit Card,AMERICAN AIR0017234378863FORT WORTH   TX DAYYAT/EHAB A        12/28 MEM/DFW ONEWAY continued on next page...
1154,2020-12-26,1.00,Food,Grocery,Credit Card,HELLOFRESH               646-846-3663 NY
1155,2020-12-26,275.00,Food,Grocery,Credit Card,COSTCO WHSE #1152        CEDAR PARK   TX
1156,2020-12-26,18.74,Food,Grocery,Credit Card,COSTCO GAS #1152         CEDAR PARK   TX
1157,2020-12-26,308.80,Vacation,Airfare,Credit Card,UNITED      0167234639080800-932-2732 TX DAYYAT/EHAB          12/28 MEM/IAH ONEWAY
1158,2020-12-26,308.80,Vacation,Airfare,Credit Card,DELTA AIR   0067234639079BELLEVUE     WA DAYYAT/EHAB          12/27 AUS/ATL ONEWAY
1159,2020-12-27,69.87,Automobile,Uber,Credit Card,UBER   TRIP              HELP.UBER.COMCA
1160,2020-12-27,26.68,Automobile,Uber,Credit Card,UBER   TRIP              HELP.UBER.COMCA
1161,2020-12-27,12.32,Food,Grocery,Credit Card,KROGER #481       SL9    COLLIERVILLE TN
1162,2020-12-27,21.48,Automobile,Gas,Credit Card,KROGER FUEL #5481        COLLIERVILLE TN
1163,2020-12-27,4.49,Food,Dine out,Credit Card,AUS 3190 FIG & PLUM KIOSKAUSTIN       TX
1164,2020-12-27,18.38,Food,Dine out,Credit Card,ZAM ZAMZ MEDITERRANEAN   MEMPHIS      TN
1165,2020-12-27,37.26,Shopping,Clothing,Credit Card,ROSS STORES #1224        COLLIERVILLE TN
1166,2020-12-27,7.19,Food,Dine out,Credit Card,CHICK-FIL-A #01130       COLLIERVILLE TN
1167,2020-12-28,5.64,Food,Grocery,Credit Card,KROGER #481       SL9    COLLIERVILLE TN
1168,2020-12-28,163.15,Food,Grocery,Credit Card,INTERNATIONAL FOOD MARKETAUSTIN       TX
1169,2020-12-28,5.99,Food,Grocery,Credit Card,INTERNATIONAL FOOD MARKETAUSTIN       TX
1170,2020-12-28,2.92,Food,Snacks,Credit Card,MEMPHIS1202A             MEMPHIS      TN
1171,2020-12-28,6.80,Food,Snacks,Credit Card,STARBUCKS STORE 10084    COLLIERVILLE TN
1172,2020-12-28,3.02,Food,Snacks,Credit Card,STARBUCKS STORE 10084    COLLIERVILLE TN
1173,2020-12-28,68.66,Shopping,Clothing,Credit Card,ROSS STORES #1196        ROUND ROCK   TX
1174,2020-12-28,14.36,Automobile,Toll Fee,Credit Card,AVIS RENT A CAR TOLLS    866-6422000  NY
1175,2020-12-29,42.87,Automobile,Uber,Credit Card,UBER   TRIP              HELP.UBER.COMCA
1176,2020-12-29,190.00,Personal Care,Massage,Credit Card,NEXGEN SPA AND NAILS     ROUND ROCK   TX
1177,2020-12-29,39.48,Shopping,Home ware,Credit Card,IKEA ROUND ROCK          ROUND ROCK   TX
1178,2020-12-29,18.00,Personal Care,Hair Cut,Credit Card,SUPERCUTS TX 80183       ROUND ROCK   TX
1179,2020-12-30,109.98,Shopping,Toys,Credit Card,Amazon.com*M28I80I71     Amzn.com/billWA
1180,2020-12-30,11.98,Food,Delivery,Credit Card,HELLOFRESH               646-846-3663 NY
1181,2020-12-30,277.00,Automobile,Gas,Credit Card,MLGW                     901-544-6549 TN
1182,2020-12-31,23.49,Food,Snacks,Credit Card,STARBUCKS STORE 02901    SUGARLAND    TX
1183,2020-12-31,82.23,Food,Dine out,Credit Card,KEMAH BOARDWALKAMSMNT    KEMAH        TX
1184,2020-12-31,23.18,Automobile,Gas,Credit Card,SAMSCLUB #8246           HOUSTON      TX
1185,2020-12-31,10.83,Food,Snacks,Credit Card,KEMAH STARBUCK           GALVESTON    TX
1186,2020-12-31,7.50,Automobile,Parking,Cash,60673 - HOUSTON CENTER REHOUSTON      TX
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
